sigma,eta
0.30833333,0.19166667
0.26666667,0.98333333
0.78333333,0.2
0.68333333,0.96666667
0.425,0.81666667
0.2,0.60833333
0.225,0.175
0.96666667,0.76666667
0.45833333,1
0.80833333,0.76666667
0.66666667,0.5
0.05,0.53333333
0.51666667,0.94166667
0.975,0.14166667
0.55833333,0.99166667
0.725,0.46666667
0.8,0.71666667
0.6,0.31666667
0.875,0.21666667
0.725,0.091666667
0.5,0.75833333
0.19166667,0.65833333
0.39166667,0.425
0.2,0.14166667
0.95,0.24166667
0.71666667,0.74166667
0.53333333,0.6
0.59166667,0.5
0.79166667,0.35
0.033333333,0.58333333
0.2,0.25
0.45,0.89166667
0.95,0.41666667
0.25833333,0.34166667
0.36666667,0.70833333
0.45,0.76666667
0.39166667,0.375
0.93333333,0.90833333
0.016666667,0.725
0.7,0.05
0.41666667,0.75833333
0.21666667,0.28333333
0.7,0.35833333
0.2,0.55
0.64166667,0.60833333
0.85,0.075
0.58333333,0.65
0.825,0.35833333
0.6,0.575
0.58333333,0.23333333
0.091666667,0.025
0.75,0.45833333
0.81666667,0.60833333
0.69166667,0.78333333
0.13333333,0.10833333
0.675,0.375
0.99166667,0.025
0.63333333,0.30833333
0.84166667,0.44166667
0.20833333,0.69166667
0.15833333,0.25833333
0.9,0.83333333
0.18333333,0.15833333
0.66666667,0.49166667
0.7,0.88333333
0.2,0.23333333
0.091666667,0.38333333
0.63333333,0.51666667
0.575,0.35833333
0.28333333,0.56666667
0.68333333,0.21666667
0.31666667,0.71666667
0.23333333,0.95833333
0.88333333,0.78333333
0.54166667,0.31666667
0.48333333,0.40833333
0.65,0.325
0.675,0.90833333
0.675,0.70833333
0.275,0.66666667
0.61666667,0.83333333
0.05,0.058333333
0.73333333,0.96666667
0.78333333,0.51666667
0.90833333,0.7
0.90833333,0.26666667
0.34166667,0.14166667
0.90833333,0.8
0.95,0.175
0.58333333,0.525
0.033333333,0.26666667
0.875,0.4
0.39166667,0.46666667
0.53333333,0.225
0.18333333,0.525
0.175,0.18333333
0.35,0.61666667
0.15,0.84166667
0.4,0.95
0.13333333,0.033333333
0.25833333,0.6
0.75833333,0.70833333
0.89166667,0.85
0.33333333,0.3
0.60833333,0.23333333
0.88333333,0.84166667
0.70833333,0.56666667
0.6,0.083333333
0.30833333,0.34166667
0.6,1
0.325,0.44166667
0.24166667,0.49166667
0.675,0.091666667
0.875,0.63333333
0.60833333,0.375
0.575,0.675
0.95,0.91666667
0.6,0.81666667
0.325,0.78333333
0.68333333,0.35
0.033333333,0.025
0.28333333,0.19166667
0.625,0.35833333
0.96666667,0.58333333
0.94166667,0.75833333
0.75,0.041666667
0.61666667,0.85833333
0.81666667,0.65833333
0.29166667,0.84166667
0.1,0.041666667
0.71666667,0.38333333
0.49166667,0.31666667
0.525,0.45
0.96666667,0.066666667
0.4,0.40833333
0.65833333,0.20833333
0.94166667,0.23333333
0.975,0.91666667
0.091666667,0.95833333
0.63333333,0.0083333333
0.66666667,0.925
0.55,0.41666667
0.30833333,0.10833333
0.625,0.39166667
0.26666667,0.53333333
0.78333333,0.94166667
0.33333333,0.35
0.275,0.73333333
0.63333333,0.033333333
0.65,0.49166667
0.25,0.83333333
0.25833333,0.65
0.091666667,0.66666667
0.13333333,0.69166667
0.9,0.275
0.091666667,0.24166667
0.21666667,0.61666667
0.13333333,0.56666667
0.041666667,0.85
0.83333333,0.7
0.98333333,0.45833333
0.15,0.30833333
0.1,0.20833333
0.70833333,0.016666667
0.69166667,0.91666667
0.20833333,0.58333333
0.33333333,0.21666667
0.69166667,0.30833333
0.75833333,0.83333333
0.79166667,0.36666667
0.69166667,0.41666667
0.65,0.61666667
0.29166667,0.175
0.44166667,0.90833333
0.025,0.18333333
0.20833333,0.41666667
0.71666667,0.31666667
0.075,0.81666667
0.14166667,0.05
0.21666667,0.95833333
0.33333333,0.95
0.53333333,0.76666667
0.225,0.61666667
0.825,0.3
0.38333333,0.78333333
0.99166667,0.175
0.725,0.38333333
0.1,0.625
0.18333333,0.48333333
0.7,0.1
0.34166667,0.066666667
0.25833333,0.29166667
0.90833333,0.13333333
0.3,0.375
0.33333333,0.64166667
0.025,0.44166667
0.083333333,0.11666667
0.18333333,0.81666667
0.35833333,0.61666667
0.75833333,0.59166667
0.30833333,0.95833333
0.3,0.96666667
0.45833333,0.675
0.4,0.35833333
0.175,0.76666667
0.58333333,0.45
0.25,0.625
0.56666667,0.34166667
0.64166667,0.20833333
1,0.25
0.73333333,0.65
0.725,0.125
0.625,0.33333333
0.15,0.55833333
0.1,0.56666667
0.45833333,0.225
0.041666667,0.69166667
0.29166667,0.95833333
0.175,0.9
0.25833333,0.15833333
0.63333333,0.425
0.44166667,0.71666667
0.65833333,0.91666667
0.99166667,0.25
0.63333333,0.95833333
0.18333333,0.25833333
0.65833333,0.85
0.54166667,0.49166667
0.9,0.30833333
0.33333333,0.425
0.75,0.74166667
0.58333333,0.59166667
0.84166667,0.4
0.53333333,0.975
0.65,0.59166667
0.425,0.025
0.85,0.825
0.86666667,0.175
0.19166667,0.54166667
0.54166667,0.091666667
0.80833333,0.56666667
0.65,0.0083333333
0.375,0.66666667
0.23333333,0.025
0.40833333,0.63333333
0.15,0.75833333
0.15833333,0.825
0.46666667,0.75
0.94166667,0.83333333
0.96666667,0.85833333
0.95833333,0.14166667
0.65833333,0.10833333
0.425,0.88333333
0.675,0.13333333
0.058333333,0.60833333
0.64166667,0.70833333
0.31666667,0.20833333
0.05,0.24166667
0.64166667,0.225
0.98333333,0.31666667
0.0083333333,0.54166667
0.025,0.30833333
0.10833333,0.9
0.975,0.033333333
0.75833333,0.18333333
0.49166667,0.70833333
0.25833333,0.125
0.69166667,0.96666667
0.65,0.33333333
0.48333333,0.20833333
0.55833333,0.98333333
0.76666667,0.99166667
0.44166667,0.16666667
0.43333333,0.125
0.14166667,0.68333333
0.75,0.28333333
0.56666667,0.84166667
0.99166667,0.54166667
0.79166667,0.38333333
0.64166667,0.86666667
0.65,0.81666667
0.14166667,0.55833333
0.066666667,0.40833333
0.43333333,0.89166667
0.44166667,0.38333333
0.7,0.94166667
0.43333333,0.85
0.68333333,0.35833333
0.5,0.225
0.61666667,0.53333333
0.73333333,0.34166667
0.40833333,0.65833333
0.84166667,0.30833333
0.21666667,0.13333333
0.83333333,0.89166667
0.091666667,0.325
0.61666667,0.6
0.99166667,0.033333333
0.5,0.90833333
0.95833333,0.11666667
0.96666667,0.70833333
0.88333333,0.85833333
0.63333333,0.25833333
1,0.28333333
0.19166667,0.85
0.775,0.25833333
0.066666667,0.94166667
0.54166667,0.425
0.083333333,0.55
0.40833333,0.69166667
0.95,0.83333333
0.175,0.28333333
0.33333333,0.275
0.33333333,0.24166667
0.41666667,0.86666667
0.84166667,0.53333333
0.975,0.68333333
0.34166667,0.16666667
0.058333333,0.175
0.24166667,0.88333333
0.3,0.86666667
0.61666667,0.60833333
0.14166667,0.0083333333
0.53333333,0.525
0.98333333,0.46666667
0.75,0.925
0.21666667,0.88333333
0.45833333,0.875
0.45833333,0.21666667
1,0.675
0.38333333,0.225
0.083333333,0.38333333
0.45833333,0.36666667
0.85833333,0.50833333
0.525,0.83333333
0.175,0.058333333
0.225,0.066666667
0.091666667,0.65
0.6,0.75833333
0.61666667,0.26666667
0.1,0.11666667
0.43333333,0.23333333
0.31666667,0.51666667
0.275,0.51666667
0.18333333,0.34166667
0.85,0.275
0.31666667,0.25833333
0.73333333,0.99166667
0.68333333,0.53333333
0.46666667,0.30833333
0.058333333,0.225
0.81666667,0.65
0.74166667,0.7
0.6,0.325
0.15833333,0.93333333
0.98333333,0.19166667
1,0.6
0.21666667,0.175
0.66666667,0.99166667
0.29166667,0.675
0.1,0.65833333
0.73333333,0.75833333
0.71666667,0.85833333
0.49166667,0.825
0.70833333,0.88333333
0.30833333,0.5
0.725,0.425
0.73333333,0.69166667
0.16666667,0.35833333
0.35833333,0.20833333
0.13333333,0.14166667
0.05,0.90833333
0.675,0.95
0.19166667,0.93333333
0.95,0.46666667
0.74166667,0.41666667
0.175,0.91666667
0.875,0.425
0.2,0.10833333
1,0.041666667
0.075,0.825
0.33333333,0.8
0.825,0.88333333
0.18333333,0.86666667
0.425,0.425
0.71666667,0.78333333
0.40833333,0.55
0.41666667,0.81666667
0.83333333,0.6
0.58333333,0.066666667
0.1,0.025
0.19166667,0.975
0.091666667,1
0.89166667,0.225
0.19166667,0.68333333
0.39166667,0.9
0.75,0.066666667
0.18333333,0.875
0.325,0.70833333
0.13333333,0.83333333
0.016666667,0.31666667
0.70833333,0.075
0.575,0.73333333
0.85,0.79166667
0.725,0.13333333
0.30833333,0.85
0.54166667,0.26666667
0.38333333,0.53333333
0.05,0.15
0.7,0.31666667
0.39166667,0.73333333
0.35,0.475
1,0.11666667
0.10833333,0.7
0.975,0.13333333
0.33333333,0.81666667
0.125,0.89166667
0.5,0.058333333
0.925,0.76666667
0.15,0.60833333
0.675,0.31666667
0.75,0.50833333
0.99166667,0.21666667
0.24166667,0.15833333
0.74166667,0.99166667
0.50833333,0.0083333333
0.65,1
0.85,0.98333333
0.29166667,0.33333333
0.175,0.425
0.4,0.33333333
0.225,0.99166667
0.64166667,0.49166667
0.36666667,0.075
0.13333333,0.175
0.90833333,0.14166667
0.95,0.083333333
0.33333333,0.56666667
0.73333333,0.1
0.31666667,0.725
0.55,0.775
0.8,0.66666667
0.51666667,0.23333333
0.016666667,0.275
0.5,0.65
0.70833333,0.225
0.49166667,0.025
0.49166667,0.48333333
0.26666667,0.96666667
0.24166667,0.30833333
0.43333333,0.71666667
0.875,0.29166667
0.78333333,0.425
0.15833333,0.69166667
0.025,0.3
0.3,0.175
0.41666667,0.066666667
0.35,0.3
0.83333333,0.65
0.68333333,0.39166667
0.30833333,0.225
0.10833333,0.99166667
0.20833333,0.1
0.85833333,0.6
0.39166667,0.2
0.96666667,0.55
0.58333333,0.4
0.25833333,0.55833333
0.15,0.3
0.98333333,0.93333333
0.46666667,0.28333333
0.16666667,0.78333333
0.025,0.375
0.35833333,0.39166667
0.60833333,0.85833333
0.48333333,0.44166667
0.36666667,0.99166667
0.016666667,0.875
0.8,0.23333333
0.41666667,0.28333333
0.45,0.56666667
0.45833333,0.68333333
0.058333333,0.375
0.058333333,0.066666667
0.45,0.725
0.2,0.54166667
0.775,0.30833333
0.475,0.075
0.20833333,0.30833333
0.39166667,0.21666667
0.30833333,0.99166667
0.29166667,0.05
0.55,0.125
0.375,0.29166667
0.85833333,0.64166667
0.71666667,0.46666667
0.0083333333,0.016666667
0.825,0.075
0.54166667,0.075
0.275,0.30833333
0.975,0.16666667
0.81666667,0.525
0.76666667,0.45
0.75,0.675
0.033333333,0.25833333
0.083333333,0.46666667
0.11666667,0.40833333
0.59166667,0.19166667
0.63333333,0.63333333
0.34166667,0.5
0.88333333,0.39166667
0.5,0.86666667
0.69166667,0.56666667
0.91666667,0.175
0.375,0.6
0.675,0.81666667
0.53333333,0.79166667
0.99166667,0.1
0.775,0.61666667
0.45,0.13333333
0.70833333,0.59166667
0.59166667,0.65833333
0.95,0.50833333
0.68333333,0.3
0.36666667,0.25833333
0.99166667,0.325
0.98333333,0.99166667
0.10833333,0.15
0.125,0.34166667
0.85,0.083333333
0.20833333,0.85
0.25833333,0.36666667
0.15833333,0.7
0.53333333,0.48333333
0.71666667,0.625
0.93333333,0.51666667
0.70833333,0.14166667
0.86666667,0.16666667
0.41666667,0.825
0.8,0.975
0.95,0.48333333
0.61666667,0.625
0.85833333,0.19166667
0.33333333,0.23333333
0.63333333,0.61666667
0.70833333,0.43333333
0.10833333,0.95
0.50833333,0.90833333
0.275,0.65
0.26666667,0.70833333
0.46666667,0.2
0.51666667,0.25833333
0.68333333,0.10833333
0.325,0.99166667
0.64166667,0.89166667
0.26666667,0.041666667
0.13333333,0.81666667
0.275,0.091666667
0.65833333,0.53333333
0.43333333,0.575
0.96666667,0.81666667
0.33333333,0.2
0.45833333,0.70833333
0.96666667,0.24166667
0.36666667,0.81666667
0.44166667,0.29166667
0.125,0.625
0.10833333,0.94166667
0.76666667,0.10833333
0.475,0.091666667
0.95833333,0.10833333
0.23333333,0.9
0.075,0.60833333
0.016666667,0.1
0.83333333,0.76666667
0.20833333,0.40833333
0.59166667,0.3
0.70833333,0.84166667
0.96666667,0.525
0.11666667,0.89166667
0.59166667,0.36666667
0.59166667,0.45833333
0.425,0.74166667
0.68333333,0.16666667
0.525,0.53333333
0.6,0.68333333
0.125,0.14166667
0.85833333,0.40833333
0.19166667,0.48333333
0.89166667,0.35833333
0.65833333,0.275
0.93333333,0.20833333
0.30833333,0.925
0.50833333,0.45833333
0.76666667,0.11666667
0.058333333,0.091666667
0.875,0.75833333
0.28333333,0.94166667
0.23333333,0.19166667
0.875,0.51666667
0.95833333,0.083333333
0.61666667,0.80833333
0.68333333,0.38333333
0.75,0.63333333
0.425,0.6
0.675,0.75
0.65833333,1
0.96666667,0.13333333
0.225,0.30833333
0.74166667,0.69166667
0.85,0.15
0.30833333,0.40833333
0.20833333,0.46666667
0.025,0.19166667
0.0083333333,0.95
0.0083333333,0.033333333
0.75833333,0.79166667
0.4,0.51666667
0.69166667,0.53333333
0.83333333,0.05
0.76666667,0.46666667
0.46666667,0.71666667
0.091666667,0.96666667
0.56666667,0.49166667
0.066666667,0.45833333
0.26666667,0.2
0.75,0.8
0.46666667,0.39166667
0.64166667,0.30833333
0.75,0.4
0.96666667,0.50833333
0.26666667,0.48333333
0.4,0.016666667
0.15833333,0.51666667
0.675,0.43333333
0.46666667,1
0.85,0.5
0.99166667,0.8
0.73333333,0.90833333
0.66666667,0.76666667
0.9,0.26666667
0.36666667,0.225
0.60833333,0.68333333
0.98333333,0.91666667
0.425,0.058333333
0.13333333,0.28333333
0.35,0.46666667
0.21666667,0.875
0.85833333,0.45833333
0.95833333,0.44166667
0.53333333,0.30833333
0.0083333333,0.15
0.78333333,0.28333333
0.15833333,0.90833333
0.925,0.96666667
0.95833333,0.88333333
0.3,0.7
0.94166667,0.63333333
0.033333333,0.75833333
0.39166667,0.54166667
0.40833333,0.625
0.975,0.26666667
0.60833333,0.7
0.59166667,0.625
0.625,0.675
0.10833333,0.21666667
0.81666667,0.40833333
0.175,0.75
0.35,0.56666667
0.0083333333,0.70833333
0.16666667,0.59166667
0.13333333,0.525
0.9,0.48333333
0.33333333,0.93333333
0.033333333,0.91666667
0.083333333,0.58333333
0.95833333,0.091666667
0.95,0.71666667
0.48333333,0.74166667
0.80833333,0.041666667
0.16666667,0.81666667
0.85833333,0.26666667
0.63333333,0.86666667
0.775,0.95833333
0.80833333,0.79166667
0.25833333,0.0083333333
0.34166667,0.24166667
0.29166667,0.79166667
0.38333333,0.29166667
0.65,0.44166667
0.43333333,0.53333333
0.65,0.95
0.45,0.53333333
0.41666667,0.60833333
0.40833333,0.50833333
0.28333333,0.45833333
0.40833333,0.48333333
0.25,0.15
0.525,0.575
0.48333333,0.025
0.90833333,0.55833333
0.25833333,0.5
0.84166667,0.15
0.575,0.81666667
0.7,0.16666667
0.9,0.74166667
0.75833333,0.94166667
0.76666667,0.44166667
0.48333333,0.49166667
0.33333333,0.95833333
0.85,0.425
0.925,0.575
0.025,0.85
0.525,0.48333333
0.25,0.54166667
0.39166667,1
0.16666667,0.55833333
0.60833333,0.46666667
0.56666667,0.575
0.35833333,0.8
0.075,0.13333333
0.7,0.93333333
0.83333333,0.70833333
0.31666667,0.49166667
0.69166667,0.4
0.475,0.89166667
0.083333333,0.20833333
0.23333333,0.68333333
0.20833333,0.525
0.83333333,0.34166667
0.275,0.93333333
0.2,0.69166667
0.84166667,0.9
0.28333333,0.53333333
0.2,0.63333333
0.091666667,0.40833333
0.86666667,0.68333333
0.9,0.45833333
0.81666667,0.69166667
0.975,0.091666667
0.31666667,0.16666667
0.64166667,0.38333333
0.016666667,0.85
0.75833333,0.35833333
0.28333333,0.2
0.075,0.1
0.3,0.275
0.475,0.58333333
0.78333333,0.70833333
0.575,0.41666667
0.99166667,0.44166667
0.25833333,0.60833333
0.075,0.5
0.475,0.53333333
0.81666667,0.725
0.26666667,0.56666667
0.89166667,0.31666667
0.80833333,0.54166667
0.325,0.89166667
0.79166667,0.25
0.3,0.18333333
0.34166667,0.475
0.7,0.39166667
0.19166667,0.40833333
0.6,0.13333333
0.475,0.48333333
0.33333333,0.79166667
0.275,0.975
0.89166667,0.9
0.20833333,0.43333333
0.90833333,0.475
0.25,0.23333333
0.15833333,0.8
0.225,0.73333333
0.53333333,0.43333333
0.18333333,0.0083333333
0.825,0.76666667
0.43333333,0.73333333
0.60833333,0.475
0.15833333,0.29166667
0.45,0.33333333
0.63333333,0.29166667
0.81666667,0.36666667
0.475,0.41666667
0.26666667,0.51666667
0.39166667,0.15833333
0.91666667,0.91666667
0.55833333,0.89166667
0.51666667,0.41666667
0.8,0.61666667
0.28333333,0.40833333
1,0.73333333
0.425,0.175
0.25833333,0.95
0.89166667,0.825
0.875,0.13333333
0.53333333,0.19166667
0.083333333,0.575
0.59166667,0.11666667
0.36666667,0.025
0.14166667,0.73333333
0.43333333,0.7
0.60833333,0.71666667
0.825,0.21666667
0.16666667,0.43333333
0.44166667,0.31666667
0.35833333,0.2
0.275,0.71666667
0.88333333,0.83333333
0.975,0.925
0.51666667,0.63333333
0.05,0.275
0.59166667,0.39166667
0.56666667,0.43333333
0.56666667,0.21666667
0.63333333,0.95
0.23333333,0.3
0.025,0.041666667
0.38333333,0.14166667
0.81666667,0.041666667
0.7,1
0.175,0.46666667
0.925,0.85
0.9,0.5
0.0083333333,0.625
0.016666667,0.59166667
0.325,0.88333333
0.14166667,0.43333333
0.95,0.94166667
0.63333333,0.39166667
0.05,0.025
0.80833333,0.65
0.35,0.65833333
0.31666667,0.13333333
0.091666667,0.25833333
0.8,0.55833333
0.55833333,0.36666667
0.625,0.78333333
0.46666667,0.51666667
0.325,0.29166667
0.55833333,0.75
0.73333333,0.80833333
0.85,0.71666667
0.36666667,0.95
0.55,0.05
0.78333333,0.90833333
0.96666667,0.55833333
0.28333333,0.83333333
0.56666667,0.6
0.79166667,0.55
0.1,0.63333333
0.05,0.65833333
0.73333333,0.76666667
0.8,0.43333333
0.44166667,0.65833333
0.79166667,0.33333333
0.20833333,0.34166667
0.51666667,0.80833333
0.475,0.65833333
0.40833333,0.14166667
0.49166667,0.26666667
0.88333333,0.65
0.56666667,0.90833333
0.425,0.24166667
0.59166667,0.71666667
0.9,0.05
0.13333333,0.99166667
0.74166667,0.525
0.34166667,0.85833333
0.375,0.11666667
0.23333333,0.81666667
0.51666667,0.33333333
0.86666667,0.41666667
0.14166667,0.925
0.94166667,0.84166667
0.45,0.55
0.075,0.11666667
0.76666667,0.975
0.041666667,0.39166667
0.11666667,0.60833333
0.40833333,0.80833333
0.79166667,0.5
0.31666667,0.025
0.675,0.6
0.28333333,0.25833333
0.8,0.925
0.69166667,0.36666667
0.091666667,0.8
0.66666667,0.375
0.15,0.525
0.95833333,0.74166667
0.091666667,0.85833333
0.066666667,0.1
0.49166667,0.45
0.6,0.475
0.725,0.71666667
0.0083333333,0.2
0.0083333333,0.79166667
0.725,0.525
0.56666667,0.15833333
0.44166667,0.23333333
0.93333333,0.083333333
0.05,0.7
0.083333333,0.33333333
0.90833333,0.075
0.49166667,0.3
0.775,0.43333333
0.19166667,0.94166667
0.86666667,0.81666667
0.60833333,0.05
0.925,0.225
0.125,0.75833333
0.55833333,0.93333333
0.46666667,0.45833333
0.75833333,0.25
0.24166667,0.74166667
0.49166667,0.075
0.38333333,0.6
0.44166667,0.30833333
0.80833333,0.475
0.45,0.025
0.76666667,0.59166667
0.11666667,0.13333333
0.066666667,0.80833333
0.83333333,0.81666667
0.53333333,0.70833333
0.91666667,0.78333333
0.2,0.35833333
0.88333333,0.35833333
0.9,0.75
0.083333333,0.61666667
0.64166667,0.85833333
0.14166667,0.85
0.88333333,0.55
0.46666667,0.10833333
0.78333333,0.525
0.21666667,0.71666667
0.675,1
0.71666667,0.25833333
0.525,0.95
0.31666667,0.33333333
0.83333333,0.41666667
0.46666667,0.20833333
0.725,0.48333333
0.55,0.16666667
0.375,0.325
0.091666667,0.75
0.80833333,0.38333333
0.89166667,0.34166667
0.84166667,0.325
0.21666667,0.43333333
0.325,0.69166667
0.96666667,0.93333333
0.26666667,0.95
0.50833333,0.60833333
0.78333333,0.20833333
0.93333333,0.825
0.16666667,0.041666667
0.85,0.88333333
0.75,0.61666667
0.18333333,0.3
0.525,0.96666667
0.70833333,0.99166667
0.35,0.058333333
0.74166667,0.40833333
0.21666667,0.23333333
0.5,0.016666667
0.16666667,0.38333333
0.10833333,0.31666667
0.95,0.26666667
0.58333333,0.50833333
0.48333333,0.225
0.34166667,0.7
0.73333333,0.79166667
0.60833333,0.44166667
0.80833333,0.63333333
1,0.425
0.53333333,0.51666667
0.016666667,0.71666667
0.175,0.925
0.33333333,0.91666667
0.05,0.775
0.50833333,0.975
0.24166667,0.80833333
0.10833333,0.70833333
0.075,0.775
0.091666667,0.61666667
0.79166667,0.79166667
0.9,0.38333333
0.075,0.89166667
0.54166667,0.50833333
0.675,0.10833333
0.041666667,0.225
0.85,0.375
0.66666667,0.575
0.79166667,0.89166667
0.75,0.75833333
0.675,0.59166667
0.49166667,0.45833333
0.14166667,0.88333333
0.475,0.80833333
0.725,0.75833333
0.69166667,0.50833333
0.65833333,0.73333333
0.58333333,0.016666667
0.275,0.54166667
0.43333333,0.0083333333
0.63333333,0.59166667
0.88333333,0.31666667
0.15833333,0.19166667
0.10833333,0.34166667
0.95,0.31666667
0.825,0.825
0.016666667,0.39166667
0.6,0.825
0.61666667,0.34166667
0.60833333,0.1
1,0.76666667
0.91666667,0.31666667
0.35833333,0.63333333
0.625,0.49166667
0.80833333,0.94166667
0.38333333,0.61666667
0.025,0.9
0.5,0.40833333
0.78333333,0.59166667
0.80833333,0.73333333
0.325,0.96666667
0.058333333,0.66666667
0.90833333,0.35833333
0.29166667,0.63333333
0.18333333,0.69166667
0.79166667,0.23333333
0.325,0.55
0.48333333,0.31666667
0.38333333,0.10833333
0.325,0.85833333
0.033333333,0.6
0.81666667,0.13333333
0.35833333,0.9
0.091666667,0.675
0.66666667,0.34166667
1,0.64166667
0.23333333,0.58333333
0.60833333,0.59166667
0.85,0.016666667
0.43333333,0.70833333
0.36666667,0.39166667
0.275,0.8
0.40833333,0.45833333
0.675,0.05
0.49166667,0.2
0.48333333,0.016666667
0.68333333,0.94166667
0.73333333,0.19166667
0.94166667,0.0083333333
0.19166667,0.175
0.016666667,0.28333333
0.28333333,0.05
0.375,0.36666667
0.041666667,0.033333333
0.775,0.63333333
0.1,0.9
0.29166667,0.825
0.76666667,0.25
0.65833333,0.7
0.33333333,0.35833333
0.075,0.925
0.61666667,0.54166667
0.33333333,0.63333333
0.5,0.60833333
0.20833333,0.83333333
0.61666667,0.14166667
0.225,0.16666667
0.89166667,0.66666667
0.11666667,0.4
0.525,0.375
0.125,0.66666667
0.46666667,0.775
0.55833333,0.033333333
0.65833333,0.65833333
0.70833333,0.61666667
0.30833333,0.425
0.15833333,0.46666667
0.73333333,0.70833333
0.225,0.75833333
0.36666667,0.31666667
0.675,0.69166667
0.925,0.8
0.625,0.58333333
0.925,0.35
0.93333333,0.45833333
0.725,0.53333333
0.4,0.75
0.3,0.775
0.41666667,0.6
0.9,0.91666667
0.45833333,0.51666667
0.81666667,0.50833333
0.775,0.45
0.93333333,0.725
0.38333333,0.11666667
0.05,0.59166667
0.88333333,0.40833333
0.51666667,0.86666667
0.19166667,0.225
0.78333333,0.4
0.125,0.19166667
0.55,0.56666667
0.59166667,0.41666667
0.99166667,0.85833333
0.66666667,0.21666667
0.94166667,0.10833333
0.725,0.55
0.66666667,0.16666667
0.725,0.45833333
0.6,0.83333333
0.89166667,0.18333333
0.4,0.88333333
0.55833333,0.39166667
0.041666667,0.76666667
0.93333333,0.58333333
0.29166667,0.225
0.73333333,0.091666667
0.7,0.63333333
0.18333333,0.11666667
0.80833333,0.675
0.85833333,0.375
0.775,0.325
0.88333333,0.75833333
0.45833333,0.25833333
0.65,0.30833333
0.23333333,0.24166667
0.0083333333,0.325
0.71666667,0.91666667
0.55,0.7
0.34166667,0.10833333
0.30833333,0.54166667
0.35833333,0.05
0.25,0.85833333
0.63333333,0.26666667
0.25,0.48333333
0.13333333,0.925
0.2,0.73333333
0.075,0.30833333
